,text,Emotion
383,i must say that the initial splash was not too bad but after a few strokes you could feel the cold getting into your bones,neutral
384,i woke up today feeling pissed off,neutral
385,i went in there feeling a little hostile because it felt like they didnt really care about me,neutral
386,i just feel distressed i dont know why though but i do,neutral
387,ive been feeling so anxious and nauseous and tired but also so elated that some nights its all i can do to crawl into bed,neutral
388,i experience all my normal moods feel annoyed when my year old whines or my baby wants to be held while im making dinner but i no longer feel consumed by these emotions,neutral
389,i get the feeling that the rest of yall are a little appalled about it,neutral
390,i feel so hated and useless sometimes i even ask myself why havent i killed myself yet,hate
391,i feel extremely insulted,neutral
392,i drove home i was aware of feeling not like myself and then she called to ask if i was ok,neutral
393,i have been conveniently uninformed of the specifics of the situation i am left feeling helpless and wanting more than ever to get away,neutral
394,i am feeling quite pleased with myself as this was something id never done before,relief
395,i feel that this was their mistake and they are just being rude,neutral
396,ive played fps games and each time ive left feeling like it was an mentally emotionally dangerous thing to do that i had to switch off an important part of my brain just to play it,neutral
397,i feel if you re learning about your purpose and the workings of this universe and continue to evolve and transcend you will be productive and such along the journey,neutral
398,i continued on my way despite feeling a bit strange with my flexy new shoes and sweat soaked back,neutral
399,i do find myself feeling anxious seeing what everyone else is doing and feeling that i am not up to part with my peers and or i am stagnate,neutral
400,i cannot help but feel a bit anxious on how this delivery will go hopefully another vbac if all goes as planned,neutral
401,i have this feeling of security about the characters i want to do if someone else gets the role i am afraid they will not do well,neutral
402,i am if i go back to the hostel for a break i feel anxious to get back out and see more and more take it all in,neutral
403,i also love seeing a star emerge and i feel like in a few years everyone is gonna know and i can be one of those people who says obnoxious things like bah,love
404,i am feeling a bit adventurous i put on red lipstick rouge artist and intense from make up for ever,neutral
405,i am this thing i have these feelings and i m not afraid to express them and to stand up for what i believe in,neutral
406,i also feel a little selfish when i get excited about hitting it off with our friends friends because it makes me feel victorious in our choices,enthusiasm
